algoritmo,tipo,registrosEntrenamiento,registrosPrueba,proporcionSobremuestreo,tiempoEjecucion,matrizConfusion,exactitud,precision,sensibilidad,valorF
DT,Total de datos,15056,5019,1,847ms,"[[832, 86, 60, 31, 19], [110, 701, 103, 55, 30], [57, 52, 861, 24, 12], [3, 10, 9, 951, 2], [3, 0, 0, 0, 1008]]",86.73%,86.73%,86.73%,86.73%
GB,Total de datos,15056,5019,1,35466ms,"[[484, 188, 140, 118, 98], [225, 391, 167, 125, 91], [240, 136, 430, 110, 90], [130, 145, 104, 505, 91], [121, 150, 115, 108, 517]]",46.36%,46.36%,46.36%,46.36%
GNB,Total de datos,15056,5019,1,199ms,"[[70, 30, 31, 240, 657], [34, 72, 52, 205, 636], [34, 22, 116, 180, 654], [11, 9, 23, 436, 496], [7, 6, 15, 75, 908]]",31.92%,31.92%,31.92%,31.92%
KNN,Total de datos,15056,5019,1,385ms,"[[602, 131, 120, 98, 77], [240, 447, 126, 95, 91], [149, 148, 577, 74, 58], [25, 60, 37, 830, 23], [35, 15, 11, 15, 935]]",67.56%,67.56%,67.56%,67.56%
LR,Total de datos,15056,5019,1,710ms,"[[389, 173, 170, 168, 128], [209, 252, 223, 170, 145], [168, 155, 392, 160, 131], [126, 124, 133, 488, 104], [113, 85, 110, 94, 609]]",42.44%,42.44%,42.44%,42.44%
RF,Total de datos,15056,5019,1,5169ms,"[[873, 126, 23, 5, 1], [122, 787, 78, 8, 4], [59, 62, 880, 2, 3], [2, 16, 5, 952, 0], [3, 0, 0, 0, 1008]]",89.66%,89.66%,89.66%,89.66%
SVM,Total de datos,15056,5019,1,77163ms,"[[633, 147, 131, 60, 57], [210, 462, 199, 79, 49], [165, 135, 588, 66, 52], [93, 86, 56, 711, 29], [64, 44, 59, 17, 827]]",64.18%,64.18%,64.18%,64.18%
