nombreUltimoEstudio,equivalencia,cantidad,igual
Matematica E Informatica,Matematica E Informatica,1,TRUE
Mba,Mba,68,TRUE
Mba - Administracion Estrategica De Empresas,Mba,1,FALSE
Mba - Administracion Estrategica De Negocios,Mba,2,FALSE
Mba - Administracion Y Direccion De Empresas,Mba,1,FALSE
Mba - Esan,Mba,1,FALSE
Mba - Especializacion En Finanzas,Mba,2,FALSE
Mba - Formulacion Y Evaluacion De Proyectos,Mba,3,FALSE
Mba - Maestria En Administracion De Empresas,Mba,1,FALSE
Mba - Maestria En Administracion De Negocios,Mba,3,FALSE
Mba (Master Business Administrator),Mba,3,FALSE
Mba (Master In Business Administration),Mba,1,FALSE
Mba | Master Business Administrator,Mba,1,FALSE
Mba Administracion,Mba,1,FALSE
Mba -Administracion Y Direccion De Empresa,Mba,1,FALSE
Mba Administracion Y Gestion De Empresas,Mba,1,FALSE
Mba Con Enfasis En Inteligencia De Negocios,Mba,1,FALSE
Mba Con Especializacion En Direccion De Proyectos,Mba,1,FALSE
Mba Con Especializacion En Gestion De Proyectos,Mba,1,FALSE
Mba Con Mencion En Direccion De Rrhh,Mba,1,FALSE
Mba Con Titulo De Experto En Ti,Mba,2,FALSE
Mba De La Universidad De Montreal - Canada,Mba,1,FALSE
Mba Digital Business,Mba,2,FALSE
Mba Ejecutivo,Mba,1,FALSE
Mba En Alta Direccion De Empresas,Mba,1,FALSE
Mba En Gestion De Empresas,Mba,5,FALSE
Mba Enfasis En Business Intelligence Y Big Data,Mba,1,FALSE
Mba Enfoque En Business Analytics,Mba,1,FALSE
Mba Especialidad Business Intelligence Y Big Data,Mba,1,FALSE
Mba Especialidad Project Management,Mba,1,FALSE
Mba Especializacion En Gestion De Proyectos,Mba,1,FALSE
Mba Especializado En Project Management,Mba,1,FALSE
Mba Especializado En Recursos Humanos,Mba,1,FALSE
Mba Especializado En Tecnologia Informatica,Mba,1,FALSE
Mba Executive,Mba,1,FALSE
Mba Gerencial,Mba,6,FALSE
Mba Gerencial Internacional,Mba,2,FALSE
Mba Internacional,Mba,1,FALSE
Mba It,Mba,2,FALSE
Mba Maestria En Administracion De Empresas,Mba,9,FALSE
Mba- Maestria En Administracion De Empresas,Mba,1,FALSE
Mba- Maestria En Administracion De Negocios.,Mba,1,FALSE
Mba Pad,Mba,1,FALSE
Mba(C),Mba,1,FALSE
"Mba, Con Especialidad En Project Management.",Mba,1,FALSE
"Mba, Con Mencion En Gerencia De Proyectos",Mba,1,FALSE
Mbi | Master Of Business Innovation,Mbi | Master Of Business Innovation,2,TRUE
Mcm Comercial,Mcm Comercial,1,TRUE
Mcp - Microsoft Certified Professional 20480,Mcp - Microsoft Certified Professional 20480,1,TRUE
Mcpd Web Developer,Mcpd Web Developer,1,TRUE
Mcsa Sql 2016 Database Administration,Mcsa Sql 2016 Database Administration,1,TRUE
Mcsa Sql Server 2014,Mcsa Sql Server 2014,1,TRUE
Mcsa Web Application,Mcsa Web Application,1,TRUE
Mcsa: Sql 2016 Business Intelligence Development,Mcsa: Sql 2016 Business Intelligence Development,1,TRUE
Mcsa: Sql Server,Mcsa: Sql Server,4,TRUE
Mcsa: Windows Server 2012,Mcsa: Windows Server 2012,2,TRUE
Mcsa: Windows Server 2016,Mcsa: Windows Server 2016,1,TRUE
Mcsd Web Applications - Visual Studio 2012,Mcsd Web Applications - Visual Studio 2012,1,TRUE
Mcse Windows 2003 Server,Mcse Windows 2003 Server,1,TRUE
Mcts - Microsoft Certified Technology Specialist,Mcts - Microsoft Certified Technology Specialist,1,TRUE
Mecatronica De Buses Y Camiones,Mecatronica De Buses Y Camiones,1,TRUE
Mecatronica Industrial,Mecatronica Industrial,1,TRUE
"Mecatronica Industrial, Tecsup","Mecatronica Industrial, Tecsup",1,TRUE
Mecatronico Automotriz,Mecatronico Automotriz,2,TRUE
Mechanical Engineering - Exchange Student,Mechanical Engineering - Exchange Student,1,TRUE
Medicina Veterinaria,Medicina Veterinaria,1,TRUE
Mejora Y Rediseno De Procesos,Mejora Y Rediseno De Procesos,1,TRUE
Mencion En Direccion Avanzada De Proyectos,Mencion En Direccion Avanzada De Proyectos,2,TRUE
Metodo Harvard De Negociacion,Metodo Harvard De Negociacion,1,TRUE
Metodologia Agil Scrum,Metodologia Agil Scrum,2,TRUE
Metodologia Agiles,Metodologia Agiles,1,TRUE
Metodologia Scrum,Metodologia Scrum,3,TRUE
Metodologia Y Diseno De Pruebas,Metodologia Y Diseno De Pruebas,1,TRUE
Metodologia Y Diseno De Pruebas De Software,Metodologia Y Diseno De Pruebas,1,FALSE
Metodologias Agiles Y Scrum,Metodologias Agiles Y Scrum,1,TRUE
"Metrados, Costos, Presupuestos En Edificaciones","Metrados, Costos, Presupuestos En Edificaciones",1,TRUE
Mg. En Gerencia Publica,Mg. En Gerencia Publica,1,TRUE
Micro Degree En Diseno Ui/Ux,Micro Degree En Diseno Ui/Ux,1,TRUE
Microcontroladores 2,Microcontroladores 2,2,TRUE
Microeconometria Aplicada,Microeconometria Aplicada,1,TRUE
Micromaster Artificial Intelligence,Micromaster Artificial Intelligence,1,TRUE
Micromaster Digital Leadership,Micromaster Digital Leadership,1,TRUE
Micromaster Statistics And Data Science,Micromaster Statistics And Data Science,2,TRUE
Microservice Architect Workshop,Microservice Architect Workshop,2,TRUE
Microservices Architecture Workshop,Microservices Architecture Workshop,4,TRUE
Microservicios En Node Js,Microservicios En Node Js,1,TRUE
Microsfot Azure Fundamentals,Microsfot Azure Fundamentals,1,TRUE
Microsoft Azure Administrator Associate,Microsoft Azure Administrator Associate,1,TRUE
Microsoft Azure Developer,Microsoft Azure Developer,1,TRUE
Microsoft Azure Fundamentals,Microsoft Azure Fundamentals,1,TRUE
Microsoft Azure Infrastructure Solutions,Microsoft Azure Infrastructure Solutions,3,TRUE
Microsoft Certified Azure Fundamentals,Microsoft Certified Azure Fundamentals,2,TRUE
Microsoft Certified Data Analyst,Microsoft Certified Data Analyst,2,TRUE
Microsoft Certified Technology Specialist,Microsoft Certified Technology Specialist,1,TRUE
Microsoft Certified Trainer,Microsoft Certified Trainer,1,TRUE
Microsoft Certified: Azure Fundamentals,Microsoft Certified: Azure Fundamentals,2,TRUE
Microsoft Certified: Data Analyst Associate,Microsoft Certified: Data Analyst Associate,1,TRUE
Microsoft Excel,Microsoft Excel,3,TRUE
Microsoft Excel 2010,Microsoft Excel 2010,1,TRUE
Microsoft M.C.I.T.P,Microsoft M.C.I.T.P,1,TRUE
Microsoft Msca 2016,Microsoft Msca 2016,1,TRUE
Microsoft Office,Microsoft Office,1,TRUE
Microsoft Office Excel,Microsoft Office Excel,1,TRUE
Microsoft Official Course Of Mcse Bi,Microsoft Official Course Of Mcse Bi,1,TRUE
Microsoft Power Bi,Microsoft Power Bi,1,TRUE
Microsoft Power Platform Para Administradores,Microsoft Power Platform Para Administradores,2,TRUE
Microsoft Sql Server Iv - Inteligencia De Negocios,Microsoft Sql Server Iv - Inteligencia De Negocios,1,TRUE
Microsoft Visual Studio Con C#,Microsoft Visual Studio Con C#,1,TRUE
Minor En Agile Project Management,Minor En Agile Project Management,1,TRUE
Minor En Big Data,Minor En Big Data,1,TRUE
Modelacion Financiera Para Proyectos De Inversion,Modelacion Financiera Para Proyectos De Inversion,1,TRUE
Modelado De Procesos,Modelado De Procesos,10,TRUE
Modelamiento De Datos,Modelamiento De Datos,2,TRUE
Modelamiento De Proceso Con Bpm - Bizagi,Modelamiento De Proceso Con Bpm - Bizagi,2,TRUE
Modelamiento De Procesos Con Bpm Y Bizagi,Modelamiento De Procesos Con Bpm Y Bizagi,1,TRUE
Modelamiento Financiero,Modelamiento Financiero,1,TRUE
Modelo De Efectividad Comercial: Proceso Y Gestion,Modelo De Efectividad Comercial: Proceso Y Gestion,2,TRUE
Moderniacion De La Gestion Y Politicas Public,Moderniacion De La Gestion Y Politicas Public,1,TRUE
Modernizacion En La Gestion Publica,Modernizacion En La Gestion Publica,1,TRUE
Mongodb,Mongodb,1,TRUE
Ms Excel Professional,Ms Excel Professional,1,TRUE
Ms Office 2016 Nivel Basico E Intermedio,Ms Office 2016 Nivel Basico E Intermedio,1,TRUE
Ms Project,Ms Project,1,TRUE
Ms Project 2017,Ms Project 2017,1,TRUE
"Ms. Office Nivel Intermedio (Doc, Xls, Ppt)","Ms. Office Nivel Intermedio (Doc, Xls, Ppt)",1,TRUE
Ms.Sql Server 2014 - Administracion,Ms.Sql Server 2014 - Administracion,3,TRUE
Msc - Especializacion Finanzas,Msc - Especializacion Finanzas,1,TRUE
Multiplatform Newtwork Administrator,Multiplatform Newtwork Administrator,1,TRUE
Ndg Linux Unhatched,Ndg Linux Unhatched,1,TRUE
Negocios Internacionales,Negocios Internacionales,24,TRUE
Negocios Internacionales - Epe,Negocios Internacionales,1,FALSE
Negocios Internacionales Y Marketing,Negocios Internacionales,1,FALSE
Net Core - Angular 8,Net Core - Angular 8,1,TRUE
"Network And Data Communications Technology, B.S.","Network And Data Communications Technology, B.S.",2,TRUE
Network Security Administrator,Network Security Administrator,2,TRUE
Ng. De Sistemas Y Telecomunicaciones,Ng. De Sistemas Y Telecomunicaciones,1,TRUE
Ninguno,Ninguno,2,TRUE
Nivel Avanzado - Completo,Nivel Avanzado - Completo,2,TRUE
Nombre Del Titulo,Nombre Del Titulo,3,TRUE
Ns 3 ( Network Security Associate - Fortinet ),Ns 3 ( Network Security Associate - Fortinet ),1,TRUE
Numero De Colegiatura: 158839,Numero De Colegiatura: 158839,3,TRUE
Object Oriented Design In Java,Object Oriented Design In Java,1,TRUE
Ods En La Agenda 2030 De Las Naciones Unidas: R...,Ods En La Agenda 2030 De Las Naciones Unidas: R...,1,TRUE
Office,Office,2,TRUE
Office Intermedio,Office Intermedio,1,TRUE
Oficina De Proyectos (Pmo),Oficina De Proyectos (Pmo),2,TRUE
Ofimatica,Ofimatica,4,TRUE
Ofimatica Nivel Avanzado,Ofimatica Nivel Avanzado,1,TRUE
Ofimatica Profesional,Ofimatica Profesional,1,TRUE
Okr - Gestion De Objetivos,Okr - Gestion De Objetivos,1,TRUE
Olap - Sql Server 7.0,Olap - Sql Server 7.0,1,TRUE
Operacion Segura De Montacargas,Operacion Segura De Montacargas,30,TRUE
Operador Cctv - Alarmas - Gps,Operador Cctv - Alarmas - Gps,1,TRUE
Optimizacion Del Trabajo,Optimizacion Del Trabajo,1,TRUE
Oracle,Oracle,3,TRUE
Oracle 11G R2 Dba Certified Professional,Oracle 11G R2 Dba Certified Professional,1,TRUE
Oracle 12C Administrator,Oracle 12C Administrator,1,TRUE
Oracle 12C Developer,Oracle 12C Developer,1,TRUE
Oracle 12C Program With Pl/Sql,Oracle 12C Program With Pl/Sql,11,TRUE
Oracle 12C: Database Administrador Ocp,Oracle 12C: Database Administrador Ocp,1,TRUE
Oracle 18C Database Administrator,Oracle 18C Database Administrator,1,TRUE
Oracle Applications Cloud - Modulo Compras,Oracle Applications Cloud - Modulo Compras,6,TRUE
"Oracle Certified Professional, Java Se 8 Programme","Oracle Certified Professional, Java Se 8 Programme",1,TRUE
Oracle Cloud Infraestructure Fundamentals,Oracle Cloud Infraestructure Fundamentals,1,TRUE
Oracle Database 11G R2 Certification,Oracle Database 11G R2 Certification,1,TRUE
Oracle Database 11G: Program With Pl/Sql,Oracle Database 11G: Program With Pl/Sql,1,TRUE
Oracle Database 11G: Security Ed 2,Oracle Database 11G: Security Ed 2,1,TRUE
Oracle Database 11G: Sql Tuning Ws R2,Oracle Database 11G: Sql Tuning Ws R2,1,TRUE
Oracle Dba Master,Oracle Dba Master,2,TRUE
Oracle Developer 12C,Oracle Developer 12C,1,TRUE
Oracle Weblogic Administrator,Oracle Weblogic Administrator,1,TRUE
Organizacion De Documentos Y Archivos,Organizacion De Documentos Y Archivos,1,TRUE
Organizacion De Eventos,Organizacion De Eventos,3,TRUE
Organizacion Y Direccion De Recursos Humanos,Organizacion Y Direccion De Recursos Humanos,1,TRUE
Pade - Programa Avanzado Internacional De Gerencia,Pade - Programa Avanzado Internacional De Gerencia,2,TRUE
Pade De Marketing,Pade De Marketing,1,TRUE
Pade En Direccion De Ventas,Pade En Direccion De Ventas,1,TRUE
Pade En Tecnologias De Informacion,Pade En Tecnologias De Informacion,8,TRUE
Pade Internacional En Direccion De Ventas,Pade Internacional En Direccion De Ventas,2,TRUE
Pade Marketing Digital Y Comercio Electronico,Pade Marketing Digital Y Comercio Electronico,3,TRUE
Pae Business Intelligence Y Analytics,Pae Business Intelligence Y Analytics,2,TRUE
Pae En Gestion De Procesos Y Calidad (Iso 9001),Pae En Gestion De Procesos Y Calidad (Iso 9001),1,TRUE
Pae En Gestion De Rrhh,Pae En Gestion De Rrhh,1,TRUE
Pae Gestion Financiera,Pae Gestion Financiera,1,TRUE
Pae-Business Intelligence,Pae-Business Intelligence,3,TRUE
Pasteleria Y Reposteria,Pasteleria Y Reposteria,1,TRUE
Pde Business Intelligence Analytics And Big Data,Pde Business Intelligence Analytics And Big Data,1,TRUE
Pde En Big Data Y Analitycs,Pde En Big Data Y Analitycs,1,TRUE
Pdt Plame - T-Registro,Pdt Plame - T-Registro,1,TRUE
Pe - Data Science For Business,Pe - Data Science For Business,2,TRUE
Pe Gestion De Comunicacion Interna,Pe Gestion De Comunicacion Interna,1,TRUE
Pe Gestion De Proyectos De Innovacion Y Nuevas Tec,Pe Gestion De Proyectos De Innovacion Y Nuevas Tec,1,TRUE
Pea Data Science Fundamentals,Pea Data Science Fundamentals,3,TRUE
Pea En Gestion De Recursos Humanos,Pea En Gestion De Recursos Humanos,1,TRUE
Pea Finanzas Corporativas,Pea Finanzas Corporativas,1,TRUE
Pee - Tecnologias De La Informacion,Pee - Tecnologias De La Informacion,1,TRUE
Pee Curso De Metricas De Marketing,Pee Curso De Metricas De Marketing,1,TRUE
Pee Direccion De Personas,Pee Direccion De Personas,1,TRUE
Pee Gestion Publica,Pee Gestion Publica,1,TRUE
Periodismo,Periodismo,1,TRUE
Periodismo Deportivo,Periodismo Deportivo,1,TRUE
Periodismo Y Comunicacion,Periodismo Y Comunicacion,1,TRUE
Peru,Peru,1,TRUE
Phd En Ciencias Gerenciales,Phd En Ciencias Gerenciales,1,TRUE
Php 5 Application Developer,Php 5 Application Developer,1,TRUE
Php Developer,Php Developer,1,TRUE
Php Nivel I - Programacion Web,Php Nivel I - Programacion Web,1,TRUE
Piscologia,Piscologia,2,TRUE
Pl Sql Oracle 12 C,Pl Sql Oracle 12 C,5,TRUE
Pl/Sql,Pl/Sql,2,TRUE
Plan De Marketing Digital Y Tradicional,Plan De Marketing Digital Y Tradicional,1,TRUE
Planeamiento Estrategico Con Okr,Planeamiento Estrategico Con Okr,1,TRUE
Planeamiento Financiero,Planeamiento Financiero,2,TRUE
Planeamiento Y Estrategia,Planeamiento Y Estrategia,1,TRUE
Planificacion Industrial,Planificacion Industrial,1,TRUE
Planificacion Y Programacion Del Mantenimiento,Planificacion Y Programacion Del Mantenimiento,1,TRUE
Planillas,Planillas,1,TRUE
Planillas De Remuneraciones,Planillas De Remuneraciones,1,TRUE
Planillas Y Legislacion Laboral,Planillas Y Legislacion Laboral,2,TRUE
Planillas Y T-Registra,Planillas Y T-Registra,1,TRUE
"Planillas, Quinta Categoria, Beneficios Socia","Planillas, Quinta Categoria, Beneficios Socia",1,TRUE
Pmi,Pmi,3,TRUE
Pmi Ready,Pmi Ready,1,TRUE
Pmo - Cp,Pmo - Cp,1,TRUE
Pmp,Pmp,5,TRUE
Pmp - Project Management Professional,Pmp - Project Management Professional,1,TRUE
Pmp (2691100),Pmp (2691100),2,TRUE
Pmp 6Th Edicion,Pmp 6Th Edicion,1,TRUE
Pmp Con Pmbok 4Ta Version.,Pmp Con Pmbok 4Ta Version.,1,TRUE
Pmp Pmbok,Pmp Pmbok,1,TRUE
Pofesional Agile Coach,Pofesional Agile Coach,1,TRUE
Portugues,Portugues,1,TRUE
Post Grado En Finanzas,Post Grado En Finanzas,1,TRUE
Post Grado En Management,Post Grado En Management,1,TRUE
Post Graduate In Computer Application,Post Graduate In Computer Application,1,TRUE
Post Produccion Audiovisual,Post Produccion Audiovisual,1,TRUE
Post-Baccalaureate Diploma In Business Analytics,Post-Baccalaureate Diploma In Business Analytics,1,TRUE
Postgrado,Postgrado,1,TRUE
Postgrado En Ciencias Empresariales,Postgrado En Ciencias Empresariales,1,TRUE
Postgresql Dba,Postgresql Dba,1,TRUE
Power Bi,Power Bi,20,TRUE
Power Bi Analista,Power Bi,1,FALSE
Power Bi For Analitycs,Power Bi,1,FALSE
"Power Bi, Analisis De Datos Y Business Inteligence",Power Bi,1,FALSE
Powerbi-Sql Server2019,Power Bi,1,FALSE
Powershell,Powershell,1,TRUE
Ppe En Marketing Y Ventas (Diplomado),Ppe En Marketing Y Ventas (Diplomado),1,TRUE
Pre -Grado,Pre -Grado,1,TRUE
Pregrado,Pregrado,6,TRUE
Pre-Grado 8Vo Ciclo,Pre-Grado 8Vo Ciclo,3,TRUE
Preparacion De La Certificacion En Scrum Master,Preparacion De La Certificacion En Scrum Master,1,TRUE
Preparacion Para La Fuerza Laboral,Preparacion Para La Fuerza Laboral,2,TRUE
Prestaciones Economicas De Essalud Y Seguros,Prestaciones Economicas De Essalud Y Seguros,1,TRUE
Prevencion En Riesgos Laborales Y Ambientales,Prevencion En Riesgos Laborales Y Ambientales,1,TRUE
Prevencion Y Reporte Del Hostigamiento Sexual,Prevencion Y Reporte Del Hostigamiento Sexual,1,TRUE
Prince2,Prince2,1,TRUE
Procesador Industrial De Alimentos,Procesador Industrial De Alimentos,1,TRUE
Proceso De Contrataciones Del Estado,Proceso De Contrataciones Del Estado,2,TRUE
Proceso Y Mejora Continua,Proceso Y Mejora Continua,2,TRUE
Procesos De Produccion Industrial,Procesos De Produccion Industrial,1,TRUE
Procesos De Ti,Procesos De Ti,2,TRUE
Produccion Audiovisual,Produccion Audiovisual,1,TRUE
Product Management,Product Management,1,TRUE
Product Owner,Product Owner,2,TRUE
Product Owner (Certificado),Product Owner (Certificado),2,TRUE
Profescional En Administracion De Empresas,Profescional En Administracion De Empresas,1,TRUE
Profesional Bpmn,Profesional Bpmn,1,TRUE
Profesional En Administracion De Negocios,Profesional En Administracion De Negocios,1,TRUE
Profesional En Computacion E Informatica,Profesional En Computacion E Informatica,1,TRUE
Profesional En Ingenieria De Telematica.,Profesional En Ingenieria De Telematica.,1,TRUE
Profesional En Marketing Empresarial,Profesional En Marketing Empresarial,1,TRUE
Profesional En Turismo Y Hoteleria,Profesional En Turismo Y Hoteleria,1,TRUE
Profesional Ingenieria De Sistemas,Profesional Ingenieria De Sistemas,1,TRUE
Profesional Tecnico Agroindustrial,Profesional Tecnico Agroindustrial,1,TRUE
Profesional Tecnico Computacion E Informartica,Profesional Tecnico Computacion E Informartica,1,TRUE
Profesional Tecnico Computacion E Informatica,Profesional Tecnico Computacion E Informatica,1,TRUE
Profesional Tecnico En Admi. De Negocios Interna.,Profesional Tecnico En Admi. De Negocios Interna.,2,TRUE
Profesional Tecnico En Computacion &Amp; Sistemas,Profesional Tecnico En Computacion &Amp; Sistemas,1,TRUE
Profesional Tecnico En Computacion E Informatica,Profesional Tecnico En Computacion E Informatica,3,TRUE
Profesional Tecnico En Desarrollo De Sistemas,Profesional Tecnico En Desarrollo De Sistemas,2,TRUE
Profesional Tecnico En Electronica,Profesional Tecnico En Electronica,1,TRUE
Profesional Tecnico En Gestion De Recursos Humanos,Profesional Tecnico En Gestion De Recursos Humanos,1,TRUE
Profesional Tecnico En Marketing,Profesional Tecnico En Marketing,1,TRUE
Professional / Big Data,Professional / Big Data,2,TRUE
Professional Product Owner,Professional Product Owner,4,TRUE
Professional Scrum Master,Professional Scrum Master,1,TRUE
Professional Scrum Master I,Professional Scrum Master I,3,TRUE
Professional Scrum Master I (Psm I),Professional Scrum Master I (Psm I),1,TRUE
Professional Scrum(Tm) With Kanban I (Psk I),Professional Scrum(Tm) With Kanban I (Psk I),1,TRUE
Prog. Admin. General De Riesgos Y Seguros 2019,Prog. Admin. General De Riesgos Y Seguros 2019,1,TRUE
Program Entrepreneurship And Innovation,Program Entrepreneurship And Innovation,1,TRUE
Programa Asistente De Marketing,Programa Asistente De Marketing,1,TRUE
Programa Avanzado De Recursos Humanos,Programa Avanzado De Recursos Humanos,1,TRUE
Programa Business Process Management,Programa Business Process Management,1,TRUE
Programa De Alta Especializacion,Programa De Alta Especializacion,1,TRUE
Programa De Alta Especializacion En Administracion,Programa De Alta Especializacion En Administracion,1,TRUE
Programa De Alta Especializacion En Bi,Programa De Alta Especializacion En Bi,2,TRUE
Programa De Alta Especializacion En Rrhh,Programa De Alta Especializacion En Rrhh,1,TRUE
Programa De Big Data Y Analytics,Programa De Big Data Y Analytics,1,TRUE
Programa De Capacitacion Y Aprendizaje,Programa De Capacitacion Y Aprendizaje,1,TRUE
Programa De Direccion Estrategica,Programa De Direccion Estrategica,3,TRUE
Programa De Especialista En Excel,Programa De Especialista En Excel,1,TRUE
Programa De Especializacion Business Intelligence,Programa De Especializacion Business Intelligence,1,TRUE
Programa De Especializacion De Rescursos Humanos,Programa De Especializacion De Rescursos Humanos,1,TRUE
"Programa De Especializacion En Bi,Bigdata","Programa De Especializacion En Bi,Bigdata",1,TRUE
Programa De Especializacion En Data Science,Programa De Especializacion En Data Science,1,TRUE
Programa De Especializacion En Gestion De Proyecto,Programa De Especializacion En Gestion De Proyecto,1,TRUE
Programa De Especializacion En Gestion De Recursos,Programa De Especializacion En Gestion De Recursos,1,TRUE
Programa De Especializacion En Hadoop/Big Data,Programa De Especializacion En Hadoop/Big Data,1,TRUE
Programa De Especializacion En Marketing -Pee,Programa De Especializacion En Marketing -Pee,1,TRUE
Programa De Especializacion En Practicas Agiles,Programa De Especializacion En Practicas Agiles,3,TRUE
Programa De Especializacion En Recursos Humanos,Programa De Especializacion En Recursos Humanos,1,TRUE
"Programa De Especializacion En Siaf, Siga Y Seace","Programa De Especializacion En Siaf, Siga Y Seace",1,TRUE
Programa De Especializacion Gestion De Proyectos,Programa De Especializacion Gestion De Proyectos,1,TRUE
Programa De Especializacion Para Ejecutivos,Programa De Especializacion Para Ejecutivos,1,TRUE
Programa De Especializacion: Digital Disruption,Programa De Especializacion: Digital Disruption,1,TRUE
Programa De Formacion De Lideres,Programa De Formacion De Lideres,2,TRUE
Programa De Gestion De Ti,Programa De Gestion De Ti,6,TRUE
Programa De Habilidades Blandas,Programa De Habilidades Blandas,5,TRUE
Programa De Habilidades Directivas Y Gerenciales,Programa De Habilidades Directivas Y Gerenciales,3,TRUE
Programa De Ingles Para Jovenes Y Adultos.,Programa De Ingles Para Jovenes Y Adultos.,1,TRUE
Programa De Liderazgo Digital,Programa De Liderazgo Digital,1,TRUE
Programa De Liderazgo Y Gestion Del Cambio,Programa De Liderazgo Y Gestion Del Cambio,1,TRUE
Programa De Negocios Internacionales,Programa De Negocios Internacionales,1,TRUE
"Programa De Rrhh (Indicadores, Clima Y Cultura)","Programa De Rrhh (Indicadores, Clima Y Cultura)",1,TRUE
Programa De Transformacion Digital,Programa De Transformacion Digital,3,TRUE
Programa Efectividad Personal,Programa Efectividad Personal,1,TRUE
Programa En Business Intelligence,Programa En Business Intelligence,1,TRUE
Programa En Direccion De Proyectos,Programa En Direccion De Proyectos,1,TRUE
Programa En Marketing Digital &Amp; E-Commerce,Programa En Marketing Digital &Amp; E-Commerce,1,TRUE
Programa Especializado En Bi Y Ba,Programa Especializado En Bi Y Ba,1,TRUE
Programa Especializado En Direccion De Proyectos,Programa Especializado En Direccion De Proyectos,2,TRUE
Programa Especializado En Factor Humano,Programa Especializado En Factor Humano,1,TRUE
Programa Especializado En Gerencia De Proyecto,Programa Especializado En Gerencia De Proyecto,2,TRUE
Programa Especializado En Gerencia De Proyectos,Programa Especializado En Gerencia De Proyectos,1,TRUE
Programa Especializado En Gestion De Marketin,Programa Especializado En Gestion De Marketin,2,TRUE
Programa Especializado En Legislacion Laboral,Programa Especializado En Legislacion Laboral,1,TRUE
Programa Especializado En Trade Marketing,Programa Especializado En Trade Marketing,1,TRUE
Programa Especializado Factor Humano,Programa Especializado Factor Humano,1,TRUE
Programa Especializado: Digital Product Managment,Programa Especializado: Digital Product Managment,1,TRUE
Programa Intensivo De Transformacion,Programa Intensivo De Transformacion,1,TRUE
Programa Internacional En Control De Gestion,Programa Internacional En Control De Gestion,1,TRUE
Programa: Seguridad De Sistemas De Informacion,Programa: Seguridad De Sistemas De Informacion,2,TRUE
Programacion,Programacion,1,TRUE
Programacion Android,Programacion Android,1,TRUE
Programacion De Apps Moviles,Programacion De Apps Moviles,1,TRUE
Programacion De Base De Datos Con Oracle,Programacion De Base De Datos Con Oracle,1,TRUE
Programacion De Microcontroladores Pic,Programacion De Microcontroladores Pic,1,TRUE
Programacion En Java,Programacion En Java,1,TRUE
Programacion En Punto Net,Programacion En Punto Net,4,TRUE
Programacion En Visual Studio 2015,Programacion En Visual Studio 2015,2,TRUE
Programacion Estructurada,Programacion Estructurada,1,TRUE
Programacion Java,Programacion Java,1,TRUE
Programacion Para Tester Y Automatizacion,Programacion Para Tester Y Automatizacion,2,TRUE
Programador,Programador,6,TRUE
Programador Android Avanzado,Programador Android Avanzado,2,TRUE
Programador En Visual Studio 2010,Programador En Visual Studio 2010,2,TRUE
Programador Excel,Programador Excel,2,TRUE
Programador Jde Edwards Enterpriseone Develop,Programador Jde Edwards Enterpriseone Develop,3,TRUE
Programador Python,Programador Python,1,TRUE
Programador T.I,Programador T.I,1,TRUE
Programador Visual.Net,Programador Visual.Net,1,TRUE
Programador Web,Programador Web,2,TRUE
Programador Web Php,Programador Web Php,1,TRUE
Programming Essentials In Python,Programming Essentials In Python,1,TRUE
Project Management,Project Management Professional Pmp,5,FALSE
Project Management For Professionals 6Th Edition,Project Management Professional Pmp,2,FALSE
Project Management For Professionals 7Th Edition,Project Management Professional Pmp,1,FALSE
Project Management Fundamentals,Project Management Professional Pmp,2,FALSE
Project Management Profesional Certificate Pmp,Project Management Professional Pmp,1,FALSE
Project Management Professional - Pmp 6Ta Edici...,Project Management Professional Pmp,2,FALSE
Project Management Professional (Pmp(R)),Project Management Professional Pmp,2,FALSE
Project Management Professional (Pmp),Project Management Professional Pmp,2,FALSE
Project Management Professional (Pmp)(R),Project Management Professional Pmp,9,FALSE
Project Management Professional Pmp,Project Management Professional Pmp,1,TRUE
Project Manager,Project Management Professional Pmp,1,FALSE
Project Manager Profesional,Project Management Professional Pmp,2,FALSE
Project Manager Professional-Pmp,Project Management Professional Pmp,1,FALSE
Project Manager Proffessional,Project Management Professional Pmp,1,FALSE
Proyect Management,Project Management Professional Pmp,2,FALSE
Pruebas Psicologicas,Pruebas Psicologicas,1,TRUE
Psicologa,Psicologia,2,FALSE
Psicologia,Psicologia,252,TRUE
Psicologia (Traslado),Psicologia,1,FALSE
Psicologia 8Vo Ciclo,Psicologia,1,FALSE
Psicologia Clinica/Forense,Psicologia,1,FALSE
Psicologia En Las Empresas Y Organizaciones.,Psicologia,1,FALSE
Psicologia Humana,Psicologia,4,FALSE
Psicologia Organizacional,Psicologia,28,FALSE
Psicologia Organizacional Y De La Gestion Huamana,Psicologia,1,FALSE
Psicologia Organizacional Y De La Gestion Hum,Psicologia,1,FALSE
Psicologia Organizacional Y De La Gestion Humana,Psicologia,13,FALSE
Psicologia Organizacional Y De La Gg. Hh.,Psicologia,1,FALSE
"Psicologia Organizacional, Unfv",Psicologia,1,FALSE
Psicologia Organizacionla,Psicologia,1,FALSE
Psicologia Organzacional Y De La Gestion Humana,Psicologia,1,FALSE
Psicologo,Psicologo,3,TRUE
Psicologo General,Psicologo,1,FALSE
Psicologo Organisacional,Psicologo,1,FALSE
Psicologo Social,Psicologo,1,FALSE
