lastWorkPosition,equivalence,count,equals
Lider Tecnico,Lider Tecnico,21,TRUE
Lider Tecnico - Arquitecto De Software,Lider Tecnico,1,FALSE
Lider Tecnico - Rimac Seguros,Lider Tecnico,1,FALSE
Lider Tecnico .Net,Lider Tecnico,3,FALSE
Lider Tecnico / Analista Programador,Lider Tecnico,1,FALSE
Lider Tecnico / Jefe De Proyecto,Lider Tecnico,1,FALSE
Lider Tecnico Data Engineer,Lider Tecnico,1,FALSE
Lider Tecnico De Base De Datos,Lider Tecnico,1,FALSE
Lider Tecnico De Business Intelligence,Lider Tecnico,3,FALSE
Lider Tecnico De Servicios Ti,Lider Tecnico,1,FALSE
Lider Tecnico De Soluciones Y Bi,Lider Tecnico,4,FALSE
Lider Tecnico Del Equipo De Plataforma De Datos,Lider Tecnico,1,FALSE
Lider Tecnico Java,Lider Tecnico,1,FALSE
Lider Tecnico Soa Senior,Lider Tecnico,1,FALSE
Lider Tecnico Ti,Lider Tecnico,4,FALSE
Lider Tecnico-Funcional,Lider Tecnico,1,FALSE
Lider Tecnologico/ Scrum Master,Lider Tecnologico/ Scrum Master,2,TRUE
Lider Ti,Lider Ti,7,TRUE
Lider Tmo,Lider Tmo,1,TRUE
Locador De Servicios,Locador De Servicios,1,TRUE
Locador De Tecnologias De Informacion,Locador De Tecnologias De Informacion,15,TRUE
Logistica,Logistica,1,TRUE
Mainframe Batch Specialist,Mainframe Batch Specialist,1,TRUE
Manager Business,Manager Business,2,TRUE
Manager Business Ti,Manager Business Ti,2,TRUE
Mantenimiento,Mantenimiento,3,TRUE
Marketing,Marketing,2,TRUE
Marketing / Fotografo,Marketing / Fotografo,1,TRUE
Marketing De Contenido,Marketing De Contenido,1,TRUE
Marketing Digital,Marketing Digital,1,TRUE
Marketing Intelligence,Marketing Intelligence,1,TRUE
Marketing Representative,Marketing Representative,1,TRUE
Marketing Specialist,Marketing Specialist,1,TRUE
Marketing/Asistente Administrativo,Marketing/Asistente Administrativo,1,TRUE
Mecanico,Mecanico,1,TRUE
Mentor,Mentor,1,TRUE
Merchandise Hostess - Epcot,Merchandise Hostess - Epcot,1,TRUE
Mesa De Ayuda,Mesa De Ayuda,2,TRUE
Mesero,Mesero,1,TRUE
Microsoft Product Specialist Leader,Microsoft Product Specialist Leader,1,TRUE
Middle Developer,Middle Developer,1,TRUE
Middleware Wme,Middleware Wme,1,TRUE
Miembro De Experience - Incoming Global Volunteer,Miembro De Experience - Incoming Global Volunteer,1,TRUE
Miembro Del Programa De Tutorias,Miembro Del Programa De Tutorias,1,TRUE
Migracion Y Data Cleansing,Migracion Y Data Cleansing,1,TRUE
Moderador De Contenido Bilingue,Moderador De Contenido Bilingue,1,TRUE
Moderador De Contenidos Bytedance,Moderador De Contenidos Bytedance,1,TRUE
Monitor Ambiental,Monitor Ambiental,1,TRUE
Monitor De Calidad,Monitor De Calidad,1,TRUE
Monitora De Campo,Monitora De Campo,1,TRUE
Net Ssr Developer,Net Ssr Developer,1,TRUE
Network Rollout Manager,Network Rollout Manager,1,TRUE
Nfv/ Ps Core Engineer,Nfv/ Ps Core Engineer,2,TRUE
Noc,Noc,2,TRUE
Noc Claro,Noc Claro,1,TRUE
Noc It Engineer,Noc It Engineer,1,TRUE
Noc Telefonica Del Peru,Noc Telefonica Del Peru,1,TRUE
Obrero Agrario,Obrero Agrario,1,TRUE
Obrero De Planta,Obrero De Planta,2,TRUE
Office Y Commercial Consultant - Kam,Office Y Commercial Consultant - Kam,2,TRUE
Oficial De Cumplimiento,Oficial De Cumplimiento,1,TRUE
Oficial De Cumplimiento Del Sgas,Oficial De Cumplimiento Del Sgas,1,TRUE
Oficial De Seguridad Digital,Oficial De Seguridad Digital,1,TRUE
Oficina Tecnica,Oficina Tecnica,1,TRUE
Operador,Operador,3,TRUE
Operador Backups,Operador Backups,1,TRUE
Operador Base De Datos,Operador Base De Datos,1,TRUE
Operador Datacenter - Century Link.,Operador Datacenter - Century Link.,1,TRUE
Operador De Archivo,Operador De Archivo,1,TRUE
Operador De Base De Datos,Operador De Base De Datos,1,TRUE
Operador De Data Center,Operador De Data Center,1,TRUE
Operador De Dato,Operador De Dato,2,TRUE
Operador De Impresion,Operador De Impresion,1,TRUE
Operador De Infraestructura,Operador De Infraestructura,4,TRUE
Operador De Infraestructura Y Servidores,Operador De Infraestructura Y Servidores,2,TRUE
Operador De Modulo,Operador De Modulo,1,TRUE
Operador De Monitoreo,Operador De Monitoreo,1,TRUE
Operador De Plataforma Digital,Operador De Plataforma Digital,1,TRUE
Operador De Seguimiento Y Control Satelital,Operador De Seguimiento Y Control Satelital,1,TRUE
Operador De Seguridad De La Informacion,Operador De Seguridad De La Informacion,4,TRUE
Operador De Servicios Ti,Operador De Servicios Ti,1,TRUE
Operador De Sistemas,Operador De Sistemas,12,TRUE
Operador De Sistemas Ti,Operador De Sistemas,1,FALSE
Operador N2/Ing. Residente N2,Operador N2/Ing. Residente N2,1,TRUE
Operador Noc,Operador Noc,1,TRUE
Operador Service Desk Ti,Operador Service Desk Ti,1,TRUE
Operador Sistemas En Datacenter Mibanco,Operador Sistemas En Datacenter Mibanco,1,TRUE
Operador Soc,Operador Soc,1,TRUE
Operador Sql,Operador Sql,1,TRUE
Operadora De Atencion Al Cliente,Operadora De Atencion Al Cliente,1,TRUE
Operadora De Datos,Operadora De Datos,1,TRUE
Operadora Ti,Operadora Ti,1,TRUE
Operario,Operario,3,TRUE
Operario De Embalaje,Operario De Embalaje,1,TRUE
Operario De Logistica,Operario De Logistica,1,TRUE
Operario De Montacarga,Operario De Montacarga,1,TRUE
Operario De Pisos Y Mesa De Partes,Operario De Pisos Y Mesa De Partes,1,TRUE
Operario De Produccion,Operario De Produccion,1,TRUE
Operational &Amp; Service Manager Grandes Empresas,Operational &Amp; Service Manager Grandes Empresas,2,TRUE
Operations Assitant,Operations Assitant,2,TRUE
Ops-Agent Engineer Junior,Ops-Agent Engineer Junior,1,TRUE
Oracle Apex Developer,Oracle Apex Developer,1,TRUE
Orientador,Orientador,1,TRUE
Ot. Tuberias,Ot. Tuberias,1,TRUE
Outside Sales,Outside Sales,1,TRUE
Owner,Owner,1,TRUE
Pasante,Pasante,1,TRUE
Pasante De Computacion En La Nube Y Virtualizacion,Pasante De Computacion En La Nube Y Virtualizacion,1,TRUE
Patient Support Program Coordinator,Patient Support Program Coordinator,1,TRUE
Pega System Architect Developer,Pega System Architect Developer,1,TRUE
Peon,Peon,1,TRUE
Personal Administrativo,Personal Administrativo,1,TRUE
Personal De Logistica,Personal De Logistica,1,TRUE
Planillera,Planillera,1,TRUE
Planner De Mantenimiento,Planner De Mantenimiento,1,TRUE
Planning Stream Leader / Technical Support,Planning Stream Leader / Technical Support,1,TRUE
Plant Controller,Plant Controller,1,TRUE
Plataforma De Servidores Y Servicios,Plataforma De Servidores Y Servicios,1,TRUE
Pm Y Pmo,Pm Y Pmo,1,TRUE
Pmo,Pmo,1,TRUE
Pmo Lead,Pmo Lead,1,TRUE
Pmo Project Manager,Pmo Project Manager,1,TRUE
Portafolio,Portafolio,1,TRUE
Pract. Adm. Personal,Pract. Adm. Personal,1,TRUE
Practicanta Profesional De Compensaciones,Practicanta Profesional De Compensaciones,1,TRUE
Practicante,Practicante,26,TRUE
Practicante - Desarrollador Java,Practicante - Desarrollador Java,1,TRUE
Practicante - Equipo De Desarrollo De Producto,Practicante - Equipo De Desarrollo De Producto,1,TRUE
Practicante - Gerencia Comercial,Practicante - Gerencia Comercial,1,TRUE
Practicante Administracion - Area Operaciones,Practicante Administracion - Area Operaciones,1,TRUE
Practicante Administrativa,Practicante Administrativa,1,TRUE
Practicante Administrativo,Practicante Administrativo,4,TRUE
Practicante Administrativo De Servicios,Practicante Administrativo De Servicios,1,TRUE
Practicante Administrativo Y Rr.Hh,Practicante Administrativo Y Rr.Hh,2,TRUE
Practicante Analista Programador,Practicante Analista Programador,2,TRUE
Practicante Asociaciones Publicas Y Privadas,Practicante Asociaciones Publicas Y Privadas,1,TRUE
Practicante Audiovisual Pre Profesional,Practicante Audiovisual Pre Profesional,1,TRUE
Practicante Comercial,Practicante Comercial,4,TRUE
Practicante Contable-Administrativo,Practicante Contable-Administrativo,1,TRUE
Practicante Control De Morosidad,Practicante Control De Morosidad,1,TRUE
Practicante Customer Experience,Practicante Customer Experience,1,TRUE
Practicante De Administracion,Practicante De Administracion,3,TRUE
Practicante De Administracion De Personal Y Nomina,Practicante De Administracion De Personal Y Nomina,1,TRUE
Practicante De Administracion De Recursos Humanos,Practicante De Administracion De Recursos Humanos,1,TRUE
Practicante De Administracion Del Personal,Practicante De Administracion Del Personal,1,TRUE
Practicante De Area De Proyectos Y Mantenimiento,Practicante De Area De Proyectos Y Mantenimiento,1,TRUE
Practicante De Arquitectura De Aplicaciones,Practicante De Arquitectura De Aplicaciones,1,TRUE
Practicante De Arquitectura De Ti,Practicante De Arquitectura De Ti,1,TRUE
Practicante De Atraccion Y Desarrollo Del Talento,Practicante De Atraccion Y Desarrollo Del Talento,1,TRUE
Practicante De Auditoria Interna,Practicante De Auditoria Interna,1,TRUE
Practicante De Automatizacion Y Programacion,Practicante De Automatizacion Y Programacion,1,TRUE
Practicante De Base De Datos,Practicante De Base De Datos,2,TRUE
Practicante De Bienestar,Practicante De Bienestar,1,TRUE
Practicante De Calidad,Practicante De Calidad,1,TRUE
Practicante De Capacitacion,Practicante De Capacitacion,1,TRUE
Practicante De Capital Humano,Practicante De Capital Humano,1,TRUE
Practicante De Cobranzas,Practicante De Cobranzas,1,TRUE
Practicante De Commercial Excellence,Practicante De Commercial Excellence,1,TRUE
Practicante De Compras,Practicante De Compras,1,TRUE
Practicante De Comunicacion Audiovisual Pucp,Practicante De Comunicacion Audiovisual Pucp,1,TRUE
Practicante De Contrataciones,Practicante De Contrataciones,1,TRUE
Practicante De Control De Procesos,Practicante De Control De Procesos,1,TRUE
Practicante De Cuentas Del Estado,Practicante De Cuentas Del Estado,1,TRUE
Practicante De Darsa (Calendarizacion),Practicante De Darsa (Calendarizacion),2,TRUE
Practicante De Data Y Analytics,Practicante De Data Y Analytics,1,TRUE
Practicante De Desarrollo,Practicante De Desarrollo,1,TRUE
Practicante De Desarrollo De Aplicativo,Practicante De Desarrollo De Aplicativo,2,TRUE
Practicante De Desarrollo Organizacional,Practicante De Desarrollo Organizacional,1,TRUE
Practicante De Desarrollo Profesional,Practicante De Desarrollo Profesional,1,TRUE
Practicante De Desarrollo Web,Practicante De Desarrollo Web,1,TRUE
Practicante De Diseno Y Domotica,Practicante De Diseno Y Domotica,1,TRUE
Practicante De Electronica Y Firmware,Practicante De Electronica Y Firmware,1,TRUE
Practicante De Facilities,Practicante De Facilities,1,TRUE
Practicante De Facturacion Y Cobranzas,Practicante De Facturacion Y Cobranzas,1,TRUE
Practicante De Gestion,Practicante De Gestion,1,TRUE
Practicante De Gestion De Talento,Practicante De Gestion De Talento,1,TRUE
Practicante De Gestion Del Talento,Practicante De Gestion Del Talento,1,TRUE
Practicante De Gestion Del Talento Humano,Practicante De Gestion Del Talento Humano,1,TRUE
Practicante De Gestion Humana,Practicante De Gestion Humana,1,TRUE
Practicante De Gestion Y Asesoria Fiscal,Practicante De Gestion Y Asesoria Fiscal,1,TRUE
Practicante De Implementacion Comercial,Practicante De Implementacion Comercial,1,TRUE
Practicante De Infraestructura,Practicante De Infraestructura,1,TRUE
Practicante De Infraestructura Ti,Practicante De Infraestructura Ti,1,TRUE
Practicante De Ingenieria,Practicante De Ingenieria,1,TRUE
Practicante De Ingenieria De Sistemas,Practicante De Ingenieria De Sistemas,1,TRUE
Practicante De Ingenieria Industrial,Practicante De Ingenieria Industrial,1,TRUE
Practicante De Innovacion,Practicante De Innovacion,1,TRUE
Practicante De Inteligencia Comercial,Practicante De Inteligencia Comercial,2,TRUE
Practicante De It &Amp; Telecom,Practicante De It &Amp; Telecom,3,TRUE
Practicante De La Division De Supervision Regional,Practicante De La Division De Supervision Regional,1,TRUE
Practicante De Logistica,Practicante De Logistica,3,TRUE
Practicante De Maestrias Especializadas,Practicante De Maestrias Especializadas,1,TRUE
"Practicante De Mantenimiento,Reparacion Y Redes","Practicante De Mantenimiento,Reparacion Y Redes",1,TRUE
Practicante De Marketing,Practicante De Marketing,4,TRUE
Practicante De Marketing Digital,Practicante De Marketing Digital,1,TRUE
Practicante De Marketing Y Comunicacion Interna,Practicante De Marketing Y Comunicacion Interna,1,TRUE
Practicante De Operaciones,Practicante De Operaciones,3,TRUE
Practicante De Operaciones Y Distribucion,Practicante De Operaciones Y Distribucion,1,TRUE
Practicante De Planeamiento Y Gestion,Practicante De Planeamiento Y Gestion,1,TRUE
Practicante De Planificacion Comercial,Practicante De Planificacion Comercial,1,TRUE
Practicante De Procesos,Practicante De Procesos,1,TRUE
"Practicante De Procesos, Mejora Continua Y Datos","Practicante De Procesos, Mejora Continua Y Datos",1,TRUE
Practicante De Psicologia,Practicante De Psicologia,2,TRUE
Practicante De Psicologia Clinica,Practicante De Psicologia Clinica,1,TRUE
Practicante De Psicologia Organizacional,Practicante De Psicologia Organizacional,2,TRUE
Practicante De Reclutamiento Y Seleccion,Practicante De Recursos Humanos,13,FALSE
Practicante De Reclutamiento Y Seleccion- Rrhh,Practicante De Recursos Humanos,1,FALSE
Practicante De Recursos Humanos,Practicante De Recursos Humanos,15,TRUE
Practicante De Redes Y Comunicaciones,Practicante De Redes Y Comunicaciones,1,TRUE
Practicante De Registros Academicos,Practicante De Registros Academicos,1,TRUE
Practicante De Remuneraciones,Practicante De Remuneraciones,3,TRUE
Practicante De Rrhh,Practicante De Recursos Humanos,2,FALSE
Practicante De Seleccion Y Desarrollo,Practicante De Seleccion Y Desarrollo,1,TRUE
Practicante De Servicios Ti,Practicante De Servicios Ti,1,TRUE
Practicante De Sistemas,Practicante De Sistemas,7,TRUE
Practicante De Sistemas De Informacion,Practicante De Sistemas De Informacion,1,TRUE
Practicante De Soporte A Laboratorios,Practicante De Soporte A Laboratorios,1,TRUE
Practicante De Supply,Practicante De Supply,1,TRUE
Practicante De Talento Y Cultura,Practicante De Talento Y Cultura,2,TRUE
Practicante De Ti,Practicante De Ti,4,TRUE
Practicante De Ventas Y Eventos,Practicante De Ventas Y Eventos,1,TRUE
Practicante Del Area De Capacitacion,Practicante Del Area De Capacitacion,1,TRUE
Practicante Del Dpto. De Invalidez Y Sobrevivencia,Practicante Del Dpto. De Invalidez Y Sobrevivencia,1,TRUE
Practicante Del Laboratorio De Informatica,Practicante Del Laboratorio De Informatica,1,TRUE
Practicante Desarrollo De Concesionarios,Practicante Desarrollo De Concesionarios,1,TRUE
Practicante Desarrollo De Personal,Practicante Desarrollo De Personal,1,TRUE
Practicante En Area De Mantenimiento,Practicante En Area De Mantenimiento,1,TRUE
Practicante En El Area De Administracion,Practicante En El Area De Administracion,1,TRUE
Practicante En Innovacion,Practicante En Innovacion,1,TRUE
Practicante En Investigacion Y Desarrollo,Practicante En Investigacion Y Desarrollo,1,TRUE
"Practicante En Soporte, Desarrollo Y Mantenimiento","Practicante En Soporte, Desarrollo Y Mantenimiento",1,TRUE
Practicante Gestion De Talento Humano,Practicante Gestion De Talento Humano,1,TRUE
Practicante Hr Business Partnering,Practicante Hr Business Partnering,1,TRUE
Practicante Infraestructura Y Ti,Practicante Infraestructura Y Ti,1,TRUE
Practicante Logistica,Practicante Logistica,1,TRUE
Practicante Logistico - Operacion,Practicante Logistico - Operacion,1,TRUE
Practicante Marketing,Practicante Marketing,1,TRUE
Practicante Planeacion Financiera,Practicante Planeacion Financiera,1,TRUE
Practicante Planeamiento Mantenimiento,Practicante Planeamiento Mantenimiento,1,TRUE
Practicante Planificacion De Rf,Practicante Planificacion De Rf,2,TRUE
Practicante Pre De Logistica,Practicante Pre De Logistica,1,TRUE
Practicante Pre De Planificacion Comercial,Practicante Pre De Planificacion Comercial,1,TRUE
Practicante Pre De Psicologia,Practicante Pre De Psicologia,1,TRUE
Practicante Pre Profesional,Practicante Pre Profesional,5,TRUE
Practicante Pre Profesional- Area De Recaudacion,Practicante Pre Profesional- Area De Recaudacion,1,TRUE
Practicante Pre Profesional De Marketing,Practicante Pre Profesional De Marketing,1,TRUE
Practicante Pre Profesional De Operaciones,Practicante Pre Profesional De Operaciones,1,TRUE
Practicante Pre Profesional De Psicologia,Practicante Pre Profesional De Psicologia,4,TRUE
Practicante Pre Profesional De Recursos Humanos,Practicante Pre Profesional De Recursos Humanos,2,TRUE
Practicante Pre Profesional De Ti,Practicante Pre Profesional De Ti,2,TRUE
Practicante Pre Profesional Del Area Comercial,Practicante Pre Profesional Del Area Comercial,1,TRUE
Practicante Pre Profesional Depsicologia Educativa,Practicante Pre Profesional Depsicologia Educativa,1,TRUE
Practicante Pre Profesional. Auxiliar De Proyectos,Practicante Pre Profesional. Auxiliar De Proyectos,1,TRUE
Practicante Pre-Profesional,Practicante Pre-Profesional,4,TRUE
Practicante Pre-Profesional .Net,Practicante Pre-Profesional .Net,6,TRUE
Practicante Preprofesional Arquitectura Tecnologia,Practicante Preprofesional Arquitectura Tecnologia,1,TRUE
Practicante Preprofesional De Psicologia Educativa,Practicante Preprofesional De Psicologia Educativa,1,TRUE
Practicante Preprofesional Ti,Practicante Preprofesional Ti,1,TRUE
Practicante Pro De Administracion De Contrato,Practicante Pro De Administracion De Contrato,1,TRUE
Practicante Pro De Administracion De Ventas,Practicante Pro De Administracion De Ventas,1,TRUE
Practicante Pro De Asesoria Juridica De Negocios,Practicante Pro De Asesoria Juridica De Negocios,1,TRUE
Practicante Pro De Auditoria Interna Y Procesos,Practicante Pro De Auditoria Interna Y Procesos,1,TRUE
Practicante Pro De Gerencia De Banca Pyme,Practicante Pro De Gerencia De Banca Pyme,1,TRUE
Practicante Pro De Investigacion De Mercados,Practicante Pro De Investigacion De Mercados,1,TRUE
Practicante Pro De Ti,Practicante Pro De Ti,1,TRUE
Practicante Profesional,Practicante Profesional,12,TRUE
Practicante Profesional Comercial,Practicante Profesional Comercial,5,TRUE
Practicante Profesional De Atraccion Del Talento,Practicante Profesional De Atraccion Del Talento,1,TRUE
Practicante Profesional De Calidad,Practicante Profesional De Calidad,1,TRUE
Practicante Profesional De Capital Humano,Practicante Profesional De Capital Humano,1,TRUE
Practicante Profesional De Compensaciones,Practicante Profesional De Compensaciones,3,TRUE
Practicante Profesional De Comunicacion Interna,Practicante Profesional De Comunicacion Interna,1,TRUE
Practicante Profesional De Control De Activos Fijo,Practicante Profesional De Control De Activos Fijo,1,TRUE
Practicante Profesional De Control Patrimonial,Practicante Profesional De Control Patrimonial,1,TRUE
Practicante Profesional De Exportaciones,Practicante Profesional De Exportaciones,1,TRUE
Practicante Profesional De Gerencia,Practicante Profesional De Gerencia,1,TRUE
Practicante Profesional De Gestion De Portafolio,Practicante Profesional De Gestion De Portafolio,1,TRUE
Practicante Profesional De Informatica,Practicante Profesional De Informatica,1,TRUE
Practicante Profesional De Laboratorio,Practicante Profesional De Laboratorio,1,TRUE
Practicante Profesional De Mejora De Procesos,Practicante Profesional De Mejora De Procesos,1,TRUE
Practicante Profesional De Nominas,Practicante Profesional De Nominas,1,TRUE
Practicante Profesional De Payroll,Practicante Profesional De Payroll,1,TRUE
Practicante Profesional De Procesos,Practicante Profesional De Procesos,1,TRUE
Practicante Profesional De Proyectos,Practicante Profesional De Proyectos,1,TRUE
Practicante Profesional De Recursos Humanos,Practicante Profesional De Recursos Humanos,5,TRUE
Practicante Profesional De Rr.Hh,Practicante Profesional De Rr.Hh,1,TRUE
Practicante Profesional De Rrhh,Practicante Profesional De Rrhh,1,TRUE
Practicante Profesional De Servicio Al Cliente,Practicante Profesional De Servicio Al Cliente,1,TRUE
Practicante Profesional De Servicios Generales,Practicante Profesional De Servicios Generales,1,TRUE
Practicante Profesional De Sistemas,Practicante Profesional De Sistemas,1,TRUE
Practicante Profesional De T.I,Practicante Profesional De T.I,1,TRUE
Practicante Profesional De Tic,Practicante Profesional De Tic,1,TRUE
Practicante Profesional De Tic Corporativo,Practicante Profesional De Tic Corporativo,1,TRUE
Practicante Profesional De Ventas,Practicante Profesional De Ventas,1,TRUE
Practicante Profesional Del Area Tic,Practicante Profesional Del Area Tic,1,TRUE
Practicante Profesional It,Practicante Profesional It,2,TRUE
Practicante Programador,Practicante Programador,2,TRUE
Practicante Seguridad Ti,Practicante Seguridad Ti,1,TRUE
Practicante Senior Instalaciones De Planta Externa,Practicante Senior Instalaciones De Planta Externa,1,TRUE
Practicante Sistema De Gestion De Calidad,Practicante Sistema De Gestion De Calidad,1,TRUE
Practicante Soporte Tecnico,Practicante Soporte Tecnico,1,TRUE
Practicante Ssoma,Practicante Ssoma,1,TRUE
Practicante Ti,Practicante Ti,2,TRUE
Practicante Trade Marketing,Practicante Trade Marketing,1,TRUE
Practicante/Analista Calidad,Practicante/Analista Calidad,1,TRUE
Practicante/Voluntario En Clima Y Cultura,Practicante/Voluntario En Clima Y Cultura,1,TRUE
Practicante-Analista De Capacitacion Y Desarrollo,Practicante-Analista De Capacitacion Y Desarrollo,1,TRUE
Practicantes Profesional De Recursos Humanos,Practicantes Profesional De Recursos Humanos,1,TRUE
Practicantre Pre Profesional,Practicantre Pre Profesional,1,TRUE
Practicas Pre-Profesionales,Practicas Pre-Profesionales,1,TRUE
Pre Docente De Faci Y Eeggcc,Pre Docente De Faci Y Eeggcc,1,TRUE
Pre Venta,Pre Venta,1,TRUE
Prevencionista,Prevencionista,1,TRUE
Prevencionista De Riesgo De Sst,Prevencionista De Riesgo De Sst,1,TRUE
Preventa,Preventa,1,TRUE
Preventa Analytics,Preventa Analytics,1,TRUE
Principal Consultant,Principal Consultant,1,TRUE
Principal Data Engineer,Principal Data Engineer,1,TRUE
Process Specialist Ti,Process Specialist Ti,1,TRUE
Processes Suport,Processes Suport,1,TRUE
Processes Support,Processes Support,1,TRUE
Product Designer,Product Designer,1,TRUE
Product Manager De Bi Y Mkt Digital,Product Manager De Bi Y Mkt Digital,1,TRUE
Product Owner,Product Owner,2,TRUE
Product Owner Db - Software Developer,Product Owner Db - Software Developer,1,TRUE
Product Owner Sr - Lider De Proyectos,Product Owner Sr - Lider De Proyectos,1,TRUE
Product Owner/ Lider Tecnico,Product Owner/ Lider Tecnico,1,TRUE
Profesional 2 Nivel 4,Profesional 2 Nivel 4,4,TRUE
Profesional De Venta Consumo,Profesional De Venta Consumo,1,TRUE
Profesional En Datos Y Procesos,Profesional En Datos Y Procesos,1,TRUE
Profesional En Gestion De Procesos,Profesional En Gestion De Procesos,1,TRUE
Profesional En Procesos,Profesional En Procesos,2,TRUE
Profesional Senior,Profesional Senior,1,TRUE
Profesor,Profesor,4,TRUE
Profesor A Tiempo Parcial,Profesor A Tiempo Parcial,1,TRUE
Profesor Division De Alta Tecnologia,Profesor Division De Alta Tecnologia,1,TRUE
Profesor Tiempo Parcial,Profesor Tiempo Parcial,3,TRUE
Program Manager,Program Manager,3,TRUE
Program Manager / Consultor Independiente It,Program Manager / Consultor Independiente It,2,TRUE
Program Manager / Consultor It,Program Manager / Consultor It,3,TRUE
Program Manager Swf/Project Manager It/Powner,Program Manager Swf/Project Manager It/Powner,1,TRUE
Programador,Programador,19,TRUE
Programador - Devops,Programador - Devops,1,TRUE
Programador .Net,Programador .Net,2,TRUE
Programador Base De Datos,Programador Base De Datos,1,TRUE
Programador De Sistemas,Programador De Sistemas,5,TRUE
Programador Freelance,Programador Freelance,1,TRUE
Programador- Freelance,Programador- Freelance,2,TRUE
Programador Frontend,Programador Frontend,1,TRUE
Programador Front-End,Programador Front-End,1,TRUE
Programador Full Stack,Programador Full Stack,2,TRUE
Programador Java,Programador Java,4,TRUE
Programador Java Jr.,Programador Java Jr.,1,TRUE
Programador Junior,Programador Junior,2,TRUE
Programador Movil,Programador Movil,2,TRUE
Programador Odoo,Programador Odoo,1,TRUE
Programador Oracle,Programador Oracle,1,TRUE
Programador Residente,Programador Residente,1,TRUE
Programador Sap Cloud Platform,Programador Sap Cloud Platform,1,TRUE
Programador Ti,Programador Ti,1,TRUE
Programador Web,Programador Web,11,TRUE
Programador Web .Net Y C#/ Bigdata Y Analytics,Programador Web,1,FALSE
Programador Web / Bigdata Y Analytics,Programador Web,2,FALSE
Programador Web Freelance,Programador Web,9,FALSE
"Programador, Implementacion Y Soporte","Programador, Implementacion Y Soporte",1,TRUE
Programador. Net,Programador. Net,1,TRUE
Programadora,Programadora,2,TRUE
Project Administrator,Project Administrator,1,TRUE
Project Analyst - Project Management Office,Project Analyst - Project Management Office,1,TRUE
Project And Business Manager,Project And Business Manager,1,TRUE
Project Chief,Project Chief,1,TRUE
Project Leader,Project Leader,12,TRUE
Project Leader /Scrum Master,Project Leader,1,FALSE
Project Leader Infrastructure,Project Leader,1,FALSE
Project Leader Ti,Project Leader,1,FALSE
Project Manager,Project Manager,52,TRUE
Project Manager (Pm),Project Manager,2,FALSE
Project Manager / Administrador,Project Manager,1,FALSE
Project Manager Business Development,Project Manager,1,FALSE
Project Manager Cx (Ad Honorem),Project Manager,1,FALSE
Project Manager De Hpe Ngit Program,Project Manager,1,FALSE
Project Manager Estrategia De Negocios,Project Manager,1,FALSE
Project Manager Senior,Project Manager,5,FALSE
Project Mananger,Project Manager,2,FALSE
Promotor,Promotor,1,TRUE
Promotor Comercial,Promotor Comercial,5,TRUE
Promotor De Servicios,Promotor De Servicios,1,TRUE
Promotor De Servicios Bancario,Promotor De Servicios Bancario,1,TRUE
Promotor De Ventas,Promotor De Ventas,1,TRUE
Promotor De Ventas Y Tecnico,Promotor De Ventas Y Tecnico,1,TRUE
Promotora Para El Desarrollo Infantil,Promotora Para El Desarrollo Infantil,1,TRUE
Promotora Social,Promotora Social,1,TRUE
Proveedor,Proveedor,1,TRUE
Proyectista,Proyectista,1,TRUE
Proyecto: Consultor Bi Y Analitica / Cloud,Proyecto: Consultor Bi Y Analitica / Cloud,3,TRUE
Proyectos,Proyectos,2,TRUE
Proyectos De Soluciones Audiovisuales,Proyectos De Soluciones Audiovisuales,1,TRUE
Ps Core Engineer,Ps Core Engineer,1,TRUE
Psicologa,Psicologa,3,TRUE
Psicologo,Psicologo,1,TRUE
Psicologo Organizacional,Psicologo Organizacional,1,TRUE
Publicista,Publicista,2,TRUE
Pyo,Pyo,1,TRUE
Qa,Qa,1,TRUE
Qa - Tester,Qa - Tester,1,TRUE
Qa Agile Lead,Qa Agile Lead,1,TRUE
Qa Analyst,Qa Analyst,5,TRUE
Qa Engineer,Qa Engineer,4,TRUE
Qa Funcional Senior,Qa Funcional Senior,2,TRUE
Qa Junior,Qa Junior,1,TRUE
Qa Performance,Qa Performance,1,TRUE
Qa Senior,Qa Senior,2,TRUE
Qa Tester,Qa Tester,1,TRUE
Qc Analyst,Qc Analyst,1,TRUE
Recepcionista,Recepcionista,1,TRUE
Recepcionista Senior Y Supervisora De Sst,Recepcionista Senior Y Supervisora De Sst,1,TRUE
Recibidor Pagador,Recibidor Pagador,2,TRUE
Reclutador Freelance,Reclutador Freelance,1,TRUE
Reclutadora,Reclutadora,1,TRUE
Reclutamiento Y Seleccion,Reclutamiento Y Seleccion,1,TRUE
Recruiting Advisor,Recruiting Advisor,1,TRUE
Recursos Humanos,Recursos Humanos,4,TRUE
Redactor Creativo,Redactor Creativo,1,TRUE
Redactora,Redactora,1,TRUE
Regional Data &Amp; Analytics Manager,Regional Data &Amp; Analytics Manager,1,TRUE
Reponedor Y Carryboy,Reponedor Y Carryboy,1,TRUE
"Reportero, Conductor Y Operador Switcher","Reportero, Conductor Y Operador Switcher",1,TRUE
Representante Comercial,Representante Comercial,2,TRUE
Representante Comercial Peru,Representante Comercial Peru,1,TRUE
Representante De Banca,Representante De Banca,1,TRUE
Representante De Servicio Al Cliente,Representante De Servicio Al Cliente,1,TRUE
